"birthYear","nameFirst","nameLast","nameGiven","weight","height","bats","throws"
1893,"Joe","Gedeon","Elmer Joseph",167,72,"R","R"
1959,"Rich","Gedman","Richard Leo",210,72,"L","R"
1849,"Count","Gedney","Alfred W.",140,69,NA,NA
1986,"Dillon","Gee","Dillon Kyle",205,73,"R","R"
1915,"Johnny","Gee","John Alexander",225,81,"L","L"
NA,"Billy","Geer","William H.",160,66,NA,"R"
1983,"Josh","Geer","Joshua Brent",195,75,"R","R"
1862,"Charlie","Geggus","Charles Frederick",150,67,"R",NA
1903,"Lou","Gehrig","Henry Louis",200,72,"L","L"
1881,"Hank","Gehring","Henry",NA,NA,"R","R"
1903,"Charlie","Gehringer","Charles Leonard",180,71,"L","R"
1912,"Paul","Gehrman","Paul Arthur",195,72,"R","R"
1876,"Phil","Geier","Philip Louis",145,67,"L","R"
1937,"Gary","Geiger","Gary Merle",168,72,"L","R"
1955,"Dave","Geisel","John David",210,75,"L","L"
1946,"Vern","Geishert","Vernon William",215,73,"R","R"
1858,"Bill","Geiss","William J.",164,70,NA,NA
1865,"Emil","Geiss","Emil August",170,71,"R","R"
1906,"Charlie","Gelbert","Charles Magnus",170,71,"R","R"
1943,"John","Gelnar","John Richard",185,74,"R","R"
1999,"Zack","Gelof","Zachary Dunn",205,74,"R","R"
1987,"Steve","Geltz","Steven Andrew",210,70,"R","R"
1897,"Joe","Genewich","Joseph Edward",174,72,"R","R"
1866,"Frank","Genins","C. Frank",NA,NA,NA,"R"
1990,"Scooter","Gennett","Ryan Joseph",185,70,"L","R"
1922,"George","Genovese","George Michael",160,66,"L","R"
1934,"Jim","Gentile","James Edward",210,75,"L","L"
1916,"Sam","Gentile","Samuel Christopher",180,71,"L","R"
1983,"Craig","Gentry","Craig Alan",190,74,"R","R"
1946,"Gary","Gentry","Gary Edward",170,72,"R","R"
1926,"Harvey","Gentry","Harvey William",170,72,"L","R"
1918,"Rufe","Gentry","James Ruffus",180,73,"R","R"
1999,"Tyler","Gentry","Tyler Jackson",210,73,"R","R"
1938,"Alex","George","Alex Thomas Michael",170,71,"L","R"
1865,"Bill","George","William",165,68,"R","L"
1912,"Charles","George","Charles Peter",200,74,"R","R"
1979,"Chris","George","Christopher Coleman",200,74,"L","L"
1966,"Chris","George","Christopher Sean",200,74,"R","R"
1886,"Lefty","George","Thomas Edward",155,72,"L","L"
1916,"Oscar","Georgy","Oscar John",180,75,"R","R"
1912,"Ben","Geraghty","Benjamin Raymond",175,71,"R","R"
1936,"Dave","Gerard","David Frederick",205,74,"R","R"
1959,"Craig","Gerber","Craig Stuart",175,72,"L","R"
1997,"Joey","Gerber","Joseph Cliff",212,76,"R","R"
1992,"Mike","Gerber","Michael Jeffrey",183,72,"L","R"
1891,"Wally","Gerber","Walter",152,70,"R","R"
1942,"George","Gerberman","George Alois",180,72,"R","R"
1961,"Bob","Geren","Robert Peter",205,75,"R","R"
1855,"Joe","Gerhardt","John Joseph",160,72,"R","R"
1950,"Rusty","Gerhardt","Allen Russell",175,69,"B","L"
1961,"Ken","Gerhart","Harold Kenneth",190,72,"R","R"
1917,"Al","Gerheauser","Albert",190,75,"L","L"
1903,"George","Gerken","George Herbert",175,71,"R","R"
1912,"Steve","Gerkin","Stephen Paul",162,73,"R","R"
1917,"Johnny","Gerlach","John Glenn",165,69,"R","R"
1992,"Domingo","German","Domingo",181,74,"R","R"
1978,"Esteban","German","Esteban",195,69,"R","R"
1997,"Franklin","German","Franklin Adolfo",195,74,"R","R"
1980,"Franklyn","German","Franklyn Miguel",260,79,"R","R"
1869,"Les","German","Lester Stanley",165,68,"R","R"
1982,"Justin","Germano","Justin William",210,74,"R","R"
1987,"Gonzalez","Germen","Gonzalez German",200,73,"R","R"
1897,"Ed","Gerner","Edwin Frederick",175,68,"L","L"
1928,"Dick","Gernert","Richard Edward",209,75,"R","R"
1948,"Cesar","Geronimo","Cesar Francisco",165,72,"L","L"
1875,"Lou","Gertenrich","Louis Wilhelm",175,68,"R","R"
1977,"Jody","Gerut","Joseph Diego",190,72,"L","L"
1985,"Sammy","Gervacio","Samuel",175,72,"R","R"
1890,"Lefty","Gervais","Lucien Edward",165,70,"L","L"
1880,"Doc","Gessler","Henry Homer",180,70,"L","L"
1863,"Charlie","Gessner","Charles R.",NA,68,NA,NA
1917,"Al","Gettel","Allen Jones",200,75,"R","R"
1870,"Charlie","Gettig","Charles Henry",172,70,"R",NA
1868,"Tom","Gettinger","Lewis Thomas Leyton",180,70,"L","L"
1980,"Byron","Gettis","Byron Earl",240,72,"R","R"
1875,"Jake","Gettman","Jacob John",185,71,"B","L"
1983,"Chris","Getz","Christopher Ryan",185,72,"L","R"
1889,"Gus","Getz","Gustave",165,71,"R","R"
1864,"Pretzels","Getzien","Charles H.",172,70,"R","R"
1884,"Rube","Geyer","Jacob Bowman",170,70,"R","R"
1903,"Chappie","Geygan","James Edward",170,71,"R","R"
1892,"Patsy","Gharrity","Edward Patrick",170,70,"R","R"
1961,"Tony","Ghelfi","Anthony Paul",185,75,"R","R"
1937,"Bob","Giallombardo","Robert Paul",175,72,"L","L"
1971,"Jason","Giambi","Jason Gilbert",240,75,"L","R"
1974,"Jeremy","Giambi","Jeremy Dean",185,72,"L","L"
1993,"Trent","Giambrone","Trent Joseph",175,68,"R","R"
1966,"Ray","Giannelli","Raymond John",195,72,"L","R"
1888,"Joe","Giannini","Joseph Francis",155,68,"L","R"
1898,"Joe","Giard","Joseph Oscar",170,70,"L","L"
1982,"Tony","Giarratano","Anthony James",180,72,"B","R"
1987,"Johnny","Giavotella","Johnny Arthur",185,68,"R","R"
1993,"Ian","Gibaut","Ian Philip",250,75,"R","R"
1935,"Joe","Gibbon","Joseph Charles",200,76,"R","L"
1977,"Jay","Gibbons","Jay Jonathan",195,72,"L","L"
1962,"John","Gibbons","John Michael",187,71,"R","R"
1938,"Jake","Gibbs","Jerry Dean",180,72,"L","R"
1972,"Steve","Gibralter","Stephan Benson",185,72,"R","R"
1935,"Bob","Gibson","Robert",189,73,"R","R"
1957,"Bob","Gibson","Robert Louis",195,72,"R","R"
1879,"Charlie","Gibson","Charles Ellsworth",160,72,"R","R"
1899,"Charlie","Gibson","Charles Griffin",160,68,"R","R"
1975,"Derrick","Gibson","Derrick Lamont",244,74,"R","R"
1890,"Frank","Gibson","Frank Gilbert",172,72,"B","R"
1880,"George","Gibson","George C.",190,71,"R","R"
1911,"Josh","Gibson","Joshua",220,73,"R","R"
1957,"Kirk","Gibson","Kirk Harold",215,75,"L","L"
1987,"Kyle","Gibson","Kyle Benjamin",215,78,"R","R"
1877,"Norwood","Gibson","Norwood Ringold",165,70,"R","R"
1960,"Paul","Gibson","Paul Marshall",165,72,"R","L"
1869,"Robert","Gibson","Robert Murray",185,75,"R","R"
1939,"Russ","Gibson","John Russell",195,73,"R","R"
1899,"Sam","Gibson","Samuel Braxton",198,74,"L","R"
1868,"Whitey","Gibson","Leighton P.",178,69,NA,"R"
1915,"George","Gick","George Edward",190,72,"B","R"
1963,"Brett","Gideon","Byron Brett",200,74,"R","R"
1953,"Jim","Gideon","James Leslie",190,75,"R","R"
1891,"Joe","Giebel","Joseph Henry",175,70,"R","R"
1909,"Floyd","Giebell","Floyd George",172,74,"L","R"
1932,"Paul","Giel","Paul Robert",185,71,"R","R"
1977,"Dan","Giese","Daniel Joshua",200,75,"R","R"
1845,"Jim","Gifford","James H.",NA,NA,NA,NA
1933,"Bob","Giggie","Robert Thomas",200,73,"R","R"
1938,"Norm","Gigon","Norman Phillip",195,72,"R","R"
1972,"Benji","Gil","Romar Benjamin",210,74,"R","R"
1975,"Geronimo","Gil","Geronimo",240,75,"R","R"
1939,"Gus","Gil","Tomas Gustavo",180,70,"R","R"
1982,"Jerry","Gil","Jerry Bienvenido",215,75,"R","R"
1998,"Luis","Gil","Luis Angel",185,74,"R","R"
1914,"Andy","Gilbert","Andrew",203,72,"R","R"
1868,"Bill","Gilbert","Alfred Gideon",180,72,NA,NA
1876,"Billy","Gilbert","William Oliver",153,64,"R","R"
1935,"Buddy","Gilbert","Drew Edward",195,75,"L","R"
1919,"Charlie","Gilbert","Charles Mader",165,69,"L","L"
1868,"Harry","Gilbert","Harry H.",165,66,NA,NA
1875,"Jack","Gilbert","John Robert",NA,NA,"L","R"
1952,"Joe","Gilbert","Joe Dennis",167,73,"R","L"
1864,"John","Gilbert","John G.",165,66,NA,NA
1891,"Larry","Gilbert","Lawrence William",158,69,"L","L"
1997,"Logan","Gilbert","Logan Keith",215,78,"R","R"
1956,"Mark","Gilbert","Mark David",175,72,"B","R"
1867,"Pete","Gilbert","Peter",180,68,NA,"R"
1965,"Shawn","Gilbert","Albert Shawn",170,69,"R","R"
1929,"Tookie","Gilbert","Harold Joseph",185,74,"L","R"
1993,"Tyler","Gilbert","Tyler Gregory",223,75,"L","L"
1900,"Wally","Gilbert","Walter John",180,72,"R","R"
1996,"Lucas","Gilbreath","Lucas Grant",185,73,"L","L"
1952,"Rod","Gilbreath","Rodney Joe",180,74,"R","R"
1947,"Bill","Gilbreth","William Freeman",180,72,"L","L"
1935,"Don","Gile","Donald Loren",220,78,"R","R"
1960,"Brian","Giles","Brian Jeffrey",165,73,"R","R"
1971,"Brian","Giles","Brian Stephen",195,71,"L","L"
1990,"Ken","Giles","Kenneth Robert",197,75,"R","R"
1978,"Marcus","Giles","Marcus William",180,68,"R","R"
1896,"Warren","Giles","Warren Crandall",NA,NA,NA,NA
1976,"Jason","Gilfillan","Jason Edward",220,77,"R","R"
1852,"Hugh","Gilgan","Hugh J.",NA,NA,NA,NA
1899,"George","Gilham","George Lewis",164,71,"R","R"
1892,"Frank","Gilhooley","Frank Patrick",155,68,"L","R"
1966,"Bernard","Gilkey","Otis Bernard",170,72,"R","R"
1864,"Bob","Gilks","Robert James",178,68,"R","R"
1895,"Ed","Gill","Edward James",165,70,"L","R"
1909,"George","Gill","George Lloyd",185,73,"R","R"
1899,"Haddie","Gill","Harold Edward",165,71,"L","L"
1865,"Jim","Gill","James Clifford",NA,NA,NA,NA
1905,"Johnny","Gill","John Wesley",190,74,"L","R"
1878,"Warren","Gill","Warren Darst",175,73,"R","R"
1987,"Conor","Gillaspie","Conor Michael",195,73,"L","R"
1997,"Logan","Gillaspie","Logan Craig",220,74,"R","R"
1867,"Sam","Gillen","Samuel",NA,68,NA,NA
1862,"Tom","Gillen","Thomas J.",160,68,NA,NA
1917,"Carden","Gillenwater","Carden Edison",175,73,"R","R"
1900,"Claral","Gillenwater","Claral Lewis",187,72,"R","R"
1962,"Tom","Gilles","Thomas Bradford",185,73,"R","R"
1919,"Bob","Gillespie","Robert William",187,76,"R","R"
1984,"Cole","Gillespie","Cole Braden",215,74,"R","R"
1900,"John","Gillespie","John Patrick",172,71,"R","R"
1862,"John","Gillespie","John William Linden",NA,73,"L","R"
1851,"Patrick","Gillespie","Peter Patrick",178,73,"L","R"
1920,"Paul","Gillespie","Paul Allen",195,75,"L","R"
1928,"Jim","Gilliam","James William",175,70,"B","R"
1937,"Pat","Gillick","Lawrence Patrick D.",185,73,"L","L"
1945,"Paul","Gilliford","Paul Gant",210,71,"R","L"
1856,"Barney","Gilligan","Andrew Bernard",130,66,"R","R"
1885,"Jack","Gilligan","John Patrick",190,72,"B","R"
1901,"Grant","Gillis","Grant",165,70,"R","R"
1997,"Connor","Gillispie","Connor Brammer",185,71,"R","R"
1875,"George","Gillpatrick","George Fred",210,72,"R","R"
1870,"Jim","Gilman","James Joseph",NA,NA,NA,"R"
1864,"Pit","Gilman","Pitkin Clark",170,NA,"L","L"
1990,"Sean","Gilmartin","Sean Patrick",205,74,"L","L"
1864,"Frank","Gilmore","Franklin T.",164,71,"R","R"
1888,"Grover","Gilmore","Ernest Grover",170,69,"L","L"
1917,"Len","Gilmore","Leonard Preston",175,75,"R","R"
1853,"Thomas","Gilmore","Thomas",NA,NA,NA,NA
1852,"Henry","Gilroy","Henry Engard",NA,NA,NA,NA
1875,"John","Gilroy","John N.",NA,NA,NA,NA
1942,"Hal","Gilson","Harold",195,77,"R","L"
1998,"Andres","Gimenez","Andres Alfonso",161,71,"L","R"
1982,"Chris","Gimenez","Christopher Paul",230,74,"R","R"
1982,"Hector","Gimenez","Hector C.",230,70,"B","R"
1988,"Caleb","Gindl","Caleb Charles",210,68,"L","L"
1872,"Billy","Ging","William Joseph",170,70,"R","R"
1893,"Joe","Gingras","Joseph John",188,74,"R","R"
1994,"Kevin","Ginkel","Kevin Andrew",235,76,"L","R"
1999,"J. T.","Ginn","John Thomas",200,74,"R","R"
1891,"Tinsley","Ginn","Tinsley Rucker",180,69,"L","R"
1926,"Joe","Ginsberg","Myron Nathan",180,71,"L","R"
1976,"Keith","Ginter","Keith Michael",190,70,"R","R"
1977,"Matt","Ginter","Matthew Shane",215,73,"R","R"
1994,"Lucas","Giolito","Lucas Frost",245,78,"R","R"
1922,"Al","Gionfriddo","Albert Francis",165,66,"L","L"
1925,"Tommy","Giordano","Thomas Arthur",175,72,"R","R"
1969,"Ed","Giovanola","Edward Thomas",170,70,"L","R"
1972,"Charles","Gipson","Charles Wells",180,74,"R","R"
1997,"Sawyer","Gipson-Long","Alec Sawyer",225,76,"R","R"
1884,"Charlie","Girard","Charles August",175,70,"R","R"
1964,"Joe","Girardi","Joseph Elliott",195,71,"R","R"
1991,"Chad","Girodo","Chad Alan",190,73,"L","L"
1978,"Chris","Gissell","Christopher Odell",210,77,"R","R"
1994,"Chris","Gittens","Christopher Ryan",250,76,"R","R"
1912,"Tony","Giuliani","Angelo John",175,71,"R","R"
1939,"Dave","Giusti","David John",190,71,"R","R"
1965,"Brian","Givens","Brian Allen",220,78,"R","L"
1990,"Mychal","Givens","Mychal Antonio",239,72,"R","R"
1922,"Jim","Gladd","James Walter",190,74,"R","R"
1957,"Dan","Gladden","Clinton Daniel",180,71,"R","R"
1936,"Fred","Gladding","Fred Earl",220,73,"L","R"
1876,"Fred","Glade","Frederick Monroe",175,70,"R","R"
1863,"Buck","Gladmon","James Henry",NA,NA,NA,NA
1911,"Roland","Gladu","Joseph Albert Rolland Edouard",185,68,"L","R"
1894,"John","Glaiser","John Burke",165,68,"L","R"
1970,"Doug","Glanville","Douglas Metunwa",170,74,"R","R"
1894,"Norman","Glaser","Norman Matthew",186,71,"R","R"
1993,"Tyler","Glasnow","Tyler Allen",225,80,"L","R"
1898,"Tom","Glass","Thomas Joseph",170,75,"R","R"
1857,"Jack","Glasscock","John Wesley",160,68,"R","R"
1972,"Keith","Glauber","Keith Harris",190,74,"R","R"
1976,"Troy","Glaus","Troy Edward",220,77,"R","R"
1893,"Luke","Glavenich","Luke Frank",189,69,"R","R"
1923,"Tommy","Glaviano","Thomas Giatano",175,69,"R","R"
1973,"Mike","Glavine","Michael Patrick",210,75,"L","L"
1966,"Tom","Glavine","Thomas Michael",175,72,"L","L"
1881,"Ralph","Glaze","Daniel Ralph",165,69,"R","R"
1893,"Whitey","Glazner","Charles Franklin",165,69,"R","R"
1868,"Bill","Gleason","William",NA,NA,NA,NA
1858,"Bill","Gleason","William G.",170,68,"R","R"
1894,"Billy","Gleason","William Patrick",157,66,"R","R"
1875,"Harry","Gleason","Harry Gilbert",160,66,"R","R"
1854,"Jack","Gleason","John Day",170,NA,"R","R"
1895,"Joe","Gleason","Joseph Paul",175,70,"R","R"
1865,"Kid","Gleason","William J.",158,67,"B","R"
1943,"Roy","Gleason","Roy William",220,77,"B","R"
1957,"Jerry Don","Gleaton","Jerry Don",205,75,"L","L"
1912,"Jim","Gleeson","James Joseph",191,73,"B","R"
1894,"Frank","Gleich","Frank Elmer",175,71,"L","R"
1867,"Bob","Glenalvin","Robert Joseph",160,69,"B","R"
1878,"Martin","Glendon","Martin James",165,68,"R","R"
1894,"Bob","Glenn","Burdette",155,71,"R","R"
1987,"Brad","Glenn","Bradley Edward",220,74,"R","R"
1860,"Ed","Glenn","Edward C.",160,70,"R","R"
1875,"Ed","Glenn","Edward D.",NA,NA,"R","R"
1890,"Harry","Glenn","Harry Melville",200,73,"L","R"
1908,"Joe","Glenn","Joseph Charles",175,71,"R","R"
1928,"John","Glenn","John",180,75,"R","R"
1850,"John","Glenn","John W.",169,68,"R","R"
1902,"Sal","Gliatto","Salvador Michael",150,68,"B","R"
1969,"George","Glinatsis","George",195,76,"R","R"
1976,"Ross","Gload","Ross Peter",190,73,"L","L"
1894,"Norm","Glockson","Norman Stanley",200,74,"R","R"
1914,"Al","Glossop","Alban",170,72,"B","R"
1976,"Gary","Glover","John Gary",200,77,"R","R"
1993,"Koda","Glover","Koda James",215,77,"R","R"
1925,"Bill","Glynn","William Vincent",190,72,"L","L"
1953,"Ed","Glynn","Edward Paul",180,74,"R","L"
1974,"Ryan","Glynn","Ryan David",195,75,"R","R"
1870,"Jot","Goar","Joshua Mercer",160,69,"R","R"
1981,"Jimmy","Gobble","Billy James",190,75,"L","L"
1875,"John","Gochnaur","John Peter",160,69,"R","R"
1864,"John","Godar","John Michael",170,69,"R","R"
1946,"Danny","Godby","Danny Ray",185,72,"R","R"
1950,"Joe","Goddard","Joseph Harold",181,71,"R","R"
1984,"Graham","Godfrey","Graham Hunter",215,75,"R","R"
1990,"Zack","Godley","Zachary Thomas",250,75,"R","R"
1994,"Jose","Godoy","Jose Alberto",200,71,"L","R"
1877,"John","Godwin","John Henry",190,72,"R","R"
1979,"Tyrell","Godwin","Carlton Tyrell",200,72,"L","R"
1987,"Jake","Goebbert","Jacob Dwayne",210,72,"L","L"
1898,"Ed","Goebel","Wilbur Edwin",170,71,"R","R"
1871,"Billy","Goeckel","William John",162,71,"R","L"
1988,"Erik","Goeddel","Erik Van Norman",191,75,"R","R"
1992,"Tyler","Goeddel","Tyler David",180,76,"R","R"
1865,"George","Goetz","George Burt",180,74,NA,"R"
1937,"John","Goetz","John Hardy",185,72,"R","R"
1895,"Larry","Goetz","Lawrence John",175,71,NA,NA
1964,"Jerry","Goff","Jerry Leroy",205,75,"L","R"
1988,"David","Goforth","David Paul",205,71,"R","R"
1945,"Chuck","Goggin","Charles Francis",175,71,"B","R"
1947,"Bill","Gogolewski","William Joseph",190,76,"L","R"
1996,"Luiz","Gohara","Luiz Henrique",265,75,"L","L"
1967,"Greg","Gohr","Gregory James",205,75,"R","R"
1988,"Ryan","Goins","Ryan Matthew",180,70,"L","R"
1990,"Brad","Goldberg","Bradley Andrew",220,76,"R","R"
1936,"Jim","Golden","James Edward",175,72,"L","R"
1851,"Mike","Golden","Michael Henry",166,67,"R","R"
1888,"Roy","Golden","Roy Kramer",195,73,"R","R"
1906,"Jonah","Goldman","Jonah John",170,67,"R","R"
1927,"Gordon","Goldsberry","Gordon Frederick",170,72,"L","L"
1861,"Walt","Goldsby","Walton Hugh",165,70,"L",NA
1987,"Paul","Goldschmidt","Paul Edward",220,75,"R","R"
1856,"Fred","Goldsmith","Fredrick Ernest",195,73,"R","R"
1898,"Hal","Goldsmith","Harold Eugene",174,72,"R","R"
1848,"Wally","Goldsmith","Warren M.",146,67,NA,NA
1908,"Izzy","Goldstein","Isidore",160,72,"B","R"
1918,"Lon","Goldstein","Leslie Elmer",190,74,"L","L"
1937,"Purnal","Goldy","Purnal William",200,77,"R","R"
1918,"Stan","Goletz","Stanley",200,75,"L","L"
1921,"Mike","Goliat","Michael Mitchell",180,72,"R","R"
1985,"Greg","Golson","Gregory Joseph",190,71,"R","R"
1949,"Dave","Goltz","David Allan",200,76,"R","R"
1894,"Walt","Golvin","Walter George",165,72,"L","L"
1993,"Austin","Gomber","Austin Zachary",220,77,"L","L"
1984,"Brandon","Gomes","Brandon Paul",190,71,"R","R"
1980,"Jonny","Gomes","Jonathan Johnson",230,73,"R","R"
1973,"Wayne","Gomes","Wayne Maurice",215,74,"R","R"
1987,"Yan","Gomes","Yan",212,74,"R","R"
1978,"Alexis","Gomez","Alexis de Jesus",180,74,"L","L"
1985,"Carlos","Gomez","Carlos Argelis",220,75,"R","R"
1909,"Chile","Gomez","Jose Luis",165,70,"R","R"
1971,"Chris","Gomez","Christopher Cory",183,73,"R","R"
1988,"Hector","Gomez","Hector Alexis",195,75,"R","R"
1988,"Jeanmar","Gomez","Jeanmar Alejandro",215,75,"R","R"
1908,"Lefty","Gomez","Vernon Louis",173,74,"L","L"
1966,"Leo","Gomez","Leonardo",180,72,"R","R"
1951,"Luis","Gomez","Luis",150,69,"R","R"
1984,"Mauro","Gomez","Mauro Alexis",230,74,"R","R"
1992,"Miguel","Gomez","Miguel Angel",206,69,"B","R"
1968,"Pat","Gomez","Patrick Alexander",190,72,"L","L"
1923,"Preston","Gomez","Preston",170,71,"R","R"
1957,"Randy","Gomez","Randell Scott",185,70,"R","R"
1989,"Roberto","Gomez","Roberto Ezequiel",200,78,"R","R"
1927,"Ruben","Gomez","Ruben",170,72,"R","R"
1999,"Yoendrys","Gómez","Yoendrys Adrian",212,75,"R","R"
1936,"Jesse","Gonder","Jesse Lemar",180,70,"L","R"
1994,"Stephen","Gonsalves","Stephen William",215,77,"L","L"
1994,"Tony","Gonsolin","Anthony D.",205,75,"R","R"
1953,"Dan","Gonzales","Daniel David",195,73,"L","R"
1915,"Joe","Gonzales","Joe Madrid",175,69,"R","R"
1967,"Larry","Gonzales","Lawrence Christopher",200,75,"R","R"
1992,"Marco","Gonzales","Marco Elias",205,73,"L","L"
1999,"Nick","Gonzales","Nicholas Joseph",190,69,"R","R"
1960,"Rene","Gonzales","Rene Adrian",180,75,"R","R"
1925,"Vince","Gonzales","Wenceslao",165,73,"L","L"
1982,"Adrian","Gonzalez","Adrian Sabin",215,74,"L","L"
1983,"Alberto","Gonzalez","Alberto Ramon",195,70,"R","R"
1977,"Alex","Gonzalez","Alexander",210,73,"R","R"
1973,"Alex","Gonzalez","Alexander Scott",180,72,"R","R"
1992,"Alfredo","Gonzalez","Alfredo Rene",220,72,"R","R"
1981,"Andy","Gonzalez","Angel Manuel",215,75,"R","R"
1985,"Carlos","Gonzalez","Carlos Eduardo",220,73,"L","L"
1992,"Chi Chi","Gonzalez","Alexander",210,75,"R","R"
1963,"Denny","Gonzalez","Denio Mariano",165,71,"R","R"
1978,"Dicky","Gonzalez","Dicky Angel",200,70,"R","R"
1983,"Edgar","Gonzalez","Edgar Gerardo",210,74,"R","R"
1978,"Edgar","Gonzalez","Edgar Victor",182,72,"R","R"
1982,"Enrique","Gonzalez","Enrique Cesar",225,70,"R","R"
1991,"Erik","Gonzalez","Erik",205,75,"R","R"
1892,"Eusebio","Gonzalez","Eusebio Miguel",165,70,"R","R"
1950,"Fernando","Gonzalez","Jose Fernando",165,70,"R","R"
1964,"Fredi","Gonzalez","Fredi Jesus",190,73,"R","R"
1972,"Gabe","Gonzalez","Gabriel",160,73,"B","L"
1975,"Geremi","Gonzalez","Geremis Segundo",200,74,"R","R"
1962,"German","Gonzalez","German Jose",170,72,"R","R"
1985,"Gio","Gonzalez","Giovany Aramis",205,72,"R","L"
1964,"Jose","Gonzalez","Jose Rafael",190,74,"R","R"
1969,"Juan","Gonzalez","Juan Alberto",175,75,"R","R"
1952,"Julio","Gonzalez","Julio Cesar",162,71,"R","R"
1920,"Julio","Gonzalez","Julio Enrique",150,71,"R","R"
1976,"Lariel","Gonzalez","Lariel Alfonso",228,76,"R","R"
1979,"Luis","Gonzalez","Luis Alberto",170,71,"R","R"
1967,"Luis","Gonzalez","Luis Emilio",180,74,"L","R"
1995,"Luis","Gonzalez","Luis Fernando",185,73,"L","L"
1989,"Marwin","Gonzalez","Marwin Javier",205,73,"B","R"
1995,"Merandy","Gonzalez","Merandy",216,72,"R","R"
1983,"Miguel","Gonzalez","Miguel Alfredo",210,75,"R","R"
1984,"Miguel","Gonzalez","Miguel Angel",180,73,"R","R"
1990,"Miguel","Gonzalez","Miguel Antonio",220,71,"R","R"
1978,"Mike","Gonzalez","Michael Vela",200,74,"R","L"
1890,"Mike","Gonzalez","Miguel Angel",200,73,"R","R"
1951,"Orlando","Gonzalez","Orlando Eugene",180,74,"L","L"
1998,"Oscar","Gonzalez","Oscar Luis",240,76,"R","R"
1937,"Pedro","Gonzalez","Pedro",176,72,"R","R"
1973,"Raul","Gonzalez","Victor Raul",190,68,"R","R"
1996,"Romy","Gonzalez","Roman Alexander",215,73,"R","R"
1992,"Severino","Gonzalez","Severino Yunier",155,74,"R","R"
1936,"Tony","Gonzalez","Andres Antonio",170,69,"L","R"
1995,"Victor","Gonzalez","Victor Aaron",180,72,"L","L"
1974,"Wiki","Gonzalez","Wiklenman Vicente",175,71,"R","R"
1902,"Charlie","Gooch","Charles Furman",170,69,"R","R"
1897,"Johnny","Gooch","John Beverley",175,71,"B","R"
1890,"Lee","Gooch","Lee Currin",190,72,"R","R"
1979,"Andrew","Good","Andrew Richard",170,75,"R","R"
1882,"Gene","Good","Eugene Joseph",130,66,"L","R"
1886,"Ralph","Good","Ralph Nelson",165,72,"R","R"
1885,"Wilbur","Good","Wilbur David",180,71,"L","L"
1866,"Herb","Goodall","Herbert Frank",180,69,"R","R"
1907,"John","Goodell","John Henry William",165,70,"R","L"
1964,"Dwight","Gooden","Dwight Eugene",190,74,"R","R"
1863,"Bill","Goodenough","William B.",170,73,"L",NA
1866,"Mike","Goodfellow","Michael J.",180,72,"R","R"
